"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 16 20:38:50 UTC 2026","Mon Feb 16 20:38:56 UTC 2026","5802","mobile-chrome","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-02: Мобильное устройство - все ключевые элементы видны",""
"passed","Mon Feb 16 20:37:49 UTC 2026","Mon Feb 16 20:37:55 UTC 2026","5874","chromium","functional/widget-designs.spec.ts","Widget Sizes @functional @P1","","","Size: large - Большой размер",""
"passed","Mon Feb 16 20:37:33 UTC 2026","Mon Feb 16 20:37:40 UTC 2026","6971","mobile-safari","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-03: Страница имеет основной заголовок h1",""
"passed","Mon Feb 16 20:38:27 UTC 2026","Mon Feb 16 20:38:34 UTC 2026","6529","firefox","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-04: Заголовок страницы соответствует ожиданиям",""
"skipped","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:26 UTC 2026","1","chromium","accessibility/a11y.spec.ts","Тесты доступности - Axe Core @accessibility @P2","","","A11Y-AXE: Полный аудит с axe-core",""
"skipped","Mon Feb 16 20:37:59 UTC 2026","Mon Feb 16 20:37:59 UTC 2026","1","mobile-safari","functional/edge-cases.spec.ts","Edge Cases - Параллельные действия @functional @P2","","","EDGE-12: Двойной клик по событию",""
"passed","Mon Feb 16 20:36:52 UTC 2026","Mon Feb 16 20:36:59 UTC 2026","6456","firefox","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-02: Изображения имеют alt-атрибуты",""
"skipped","Mon Feb 16 20:37:24 UTC 2026","Mon Feb 16 20:37:24 UTC 2026","0","mobile-chrome","functional/edge-cases.spec.ts","Edge Cases - Сеть и синхронизация @functional @P1","","","EDGE-10: Ошибка сервера 500",""
"passed","Mon Feb 16 20:39:00 UTC 2026","Mon Feb 16 20:39:09 UTC 2026","8352","mobile-chrome","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-05: Десктоп малый - проверка на небольших мониторах",""
"passed","Mon Feb 16 20:38:27 UTC 2026","Mon Feb 16 20:38:35 UTC 2026","8485","mobile-safari","functional/widget-designs.spec.ts","Widget Sizes @functional @P1","","","Size: large - Большой размер",""
"passed","Mon Feb 16 20:38:27 UTC 2026","Mon Feb 16 20:38:35 UTC 2026","7728","chromium","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-04: Заголовок страницы соответствует ожиданиям",""
"passed","Mon Feb 16 20:38:25 UTC 2026","Mon Feb 16 20:38:32 UTC 2026","6858","webkit","functional/widget-designs.spec.ts","Widget Sizes @functional @P1","","","Size: medium - Средний размер",""
"passed","Mon Feb 16 20:38:27 UTC 2026","Mon Feb 16 20:38:36 UTC 2026","9178","firefox","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-05: Футер страницы отображается",""
"passed","Mon Feb 16 20:38:14 UTC 2026","Mon Feb 16 20:38:20 UTC 2026","6098","chromium","functional/widget-generation.spec.ts","Функциональные тесты - Копирование в буфер @functional @P0","","","FUNC-08: Проверка возможности копирования через Clipboard API",""
"passed","Mon Feb 16 20:38:35 UTC 2026","Mon Feb 16 20:38:41 UTC 2026","5922","chromium","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-06: Страница не содержит критических ошибок в консоли",""
"passed","Mon Feb 16 20:38:09 UTC 2026","Mon Feb 16 20:38:14 UTC 2026","5569","chromium","functional/widget-generation.spec.ts","Функциональные тесты - Генерация виджета @functional @P0","","","FUNC-06: Проверка наличия кнопки копирования",""
"skipped","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:26 UTC 2026","0","chromium","functional/edge-cases.spec.ts","Edge Cases - Длина и формат данных @functional @P1","","","EDGE-04: Максимальная длина заголовка события (255 символов)",""
"passed","Mon Feb 16 20:37:57 UTC 2026","Mon Feb 16 20:38:05 UTC 2026","7266","firefox","functional/widget-generation.spec.ts","Функциональные тесты - Генерация виджета @functional @P0","","","FUNC-04: Проверка валидности сгенерированного кода",""
"passed","Mon Feb 16 20:39:07 UTC 2026","Mon Feb 16 20:39:13 UTC 2026","6160","chromium","visual/responsive.spec.ts","Визуальные тесты - Ресайз @visual @P2","","","VIS-10: Изменение размера окна не ломает верстку",""
"passed","Mon Feb 16 20:39:21 UTC 2026","Mon Feb 16 20:39:28 UTC 2026","7113","mobile-safari","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-07: Ссылка на календарь мероприятий присутствует",""
"passed","Mon Feb 16 20:39:49 UTC 2026","Mon Feb 16 20:39:55 UTC 2026","6451","mobile-safari","visual/responsive.spec.ts","Визуальные тесты - Устройства @visual @P1","","","VIS-07: iPhone 12 - полная проверка",""
"passed","Mon Feb 16 20:37:55 UTC 2026","Mon Feb 16 20:38:01 UTC 2026","6464","webkit","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-10: Фокус виден при табуляции",""
"passed","Mon Feb 16 20:39:21 UTC 2026","Mon Feb 16 20:39:27 UTC 2026","6260","mobile-safari","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-06: Страница не содержит критических ошибок в консоли",""
"passed","Mon Feb 16 20:37:50 UTC 2026","Mon Feb 16 20:37:57 UTC 2026","6830","mobile-chrome","functional/widget-designs.spec.ts","Widget Combinations @functional @P2","","","Modern design with blue theme and medium size",""
"passed","Mon Feb 16 20:38:37 UTC 2026","Mon Feb 16 20:38:43 UTC 2026","5509","mobile-safari","functional/widget-generation.spec.ts","Функциональные тесты - Генерация виджета @functional @P0","","","FUNC-02: Проверка наличия формы/интерфейса генерации",""
"passed","Mon Feb 16 20:39:57 UTC 2026","Mon Feb 16 20:40:03 UTC 2026","6344","webkit","visual/responsive.spec.ts","Визуальные тесты - Устройства @visual @P1","","","VIS-08: iPad Pro - проверка планшетного режима",""
"passed","Mon Feb 16 20:38:17 UTC 2026","Mon Feb 16 20:38:21 UTC 2026","4637","firefox","functional/widget-generation.spec.ts","Функциональные тесты - Копирование в буфер @functional @P0","","","FUNC-09: Альтернативный механизм копирования (execCommand)",""
"passed","Mon Feb 16 20:37:37 UTC 2026","Mon Feb 16 20:37:42 UTC 2026","4667","chromium","functional/widget-designs.spec.ts","Widget Color Themes @functional @P1","","","Theme: green - Зеленая тема",""
"skipped","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:26 UTC 2026","1","chromium","functional/edge-cases.spec.ts","Edge Cases - Длина и формат данных @functional @P1","","","EDGE-05: Заголовок со специальными символами",""
"passed","Mon Feb 16 20:38:12 UTC 2026","Mon Feb 16 20:38:20 UTC 2026","8180","mobile-safari","functional/widget-designs.spec.ts","Widget Color Themes @functional @P1","","","Theme: green - Зеленая тема",""
"passed","Mon Feb 16 20:38:24 UTC 2026","Mon Feb 16 20:38:29 UTC 2026","4734","mobile-safari","functional/widget-designs.spec.ts","Widget Sizes @functional @P1","","","Size: medium - Средний размер",""
"passed","Mon Feb 16 20:39:49 UTC 2026","Mon Feb 16 20:39:56 UTC 2026","7314","webkit","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-04: Десктоп - полноценное отображение",""
"passed","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:31 UTC 2026","5400","chromium","functional/widget-designs.spec.ts","Widget Designs @functional @P0","","","Design: modern - Современный дизайн",""
"passed","Mon Feb 16 20:38:19 UTC 2026","Mon Feb 16 20:38:25 UTC 2026","6612","webkit","functional/widget-designs.spec.ts","Widget Color Themes @functional @P1","","","Theme: red - Красная тема",""
"passed","Mon Feb 16 20:37:21 UTC 2026","Mon Feb 16 20:37:32 UTC 2026","10928","webkit","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-02: Изображения имеют alt-атрибуты",""
"skipped","Mon Feb 16 20:39:01 UTC 2026","Mon Feb 16 20:39:01 UTC 2026","123","mobile-chrome","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-06: Проверка скриншота ключевых элементов",""
"passed","Mon Feb 16 20:39:00 UTC 2026","Mon Feb 16 20:39:08 UTC 2026","8324","mobile-safari","functional/widget-generation.spec.ts","Функциональные тесты - Копирование в буфер @functional @P0","","","FUNC-09: Альтернативный механизм копирования (execCommand)",""
"passed","Mon Feb 16 20:37:54 UTC 2026","Mon Feb 16 20:38:00 UTC 2026","6388","webkit","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-09: Skip-link или навигационные landmarks",""
"skipped","Mon Feb 16 20:37:21 UTC 2026","Mon Feb 16 20:37:21 UTC 2026","2","firefox","functional/edge-cases.spec.ts","Edge Cases - Граничные условия дат @functional @P2","","","EDGE-13: Событие на границе месяцев",""
"skipped","Mon Feb 16 20:37:59 UTC 2026","Mon Feb 16 20:37:59 UTC 2026","1","mobile-safari","functional/edge-cases.spec.ts","Edge Cases - Длина и формат данных @functional @P1","","","EDGE-05: Заголовок со специальными символами",""
"skipped","Mon Feb 16 20:39:48 UTC 2026","Mon Feb 16 20:39:49 UTC 2026","548","mobile-safari","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-06: Проверка скриншота ключевых элементов",""
"skipped","Mon Feb 16 20:38:00 UTC 2026","Mon Feb 16 20:38:00 UTC 2026","0","webkit","functional/edge-cases.spec.ts","Edge Cases - Сеть и синхронизация @functional @P1","","","EDGE-10: Ошибка сервера 500",""
"skipped","Mon Feb 16 20:37:21 UTC 2026","Mon Feb 16 20:37:21 UTC 2026","0","firefox","functional/edge-cases.spec.ts","Edge Cases - Длина и формат данных @functional @P1","","","EDGE-06: Пустой заголовок события",""
"passed","Mon Feb 16 20:38:46 UTC 2026","Mon Feb 16 20:38:52 UTC 2026","6417","webkit","functional/widget-generation.spec.ts","Функциональные тесты - Генерация виджета @functional @P0","","","FUNC-03: Проверка наличия поля с кодом вставки",""
"passed","Mon Feb 16 20:38:11 UTC 2026","Mon Feb 16 20:38:18 UTC 2026","7327","chromium","functional/widget-generation.spec.ts","Функциональные тесты - Генерация виджета @functional @P0","","","FUNC-07: Клик по кнопке копирования не вызывает ошибок",""
"passed","Mon Feb 16 20:38:18 UTC 2026","Mon Feb 16 20:38:22 UTC 2026","4276","chromium","functional/widget-generation.spec.ts","Функциональные тесты - Копирование в буфер @functional @P0","","","FUNC-09: Альтернативный механизм копирования (execCommand)",""
"skipped","Mon Feb 16 20:38:57 UTC 2026","Mon Feb 16 20:38:57 UTC 2026","11","firefox","visual/responsive.spec.ts","Визуальные тесты - Устройства @visual @P1","","","VIS-09: Desktop Chrome - стандартное разрешение",""
"skipped","Mon Feb 16 20:38:00 UTC 2026","Mon Feb 16 20:38:00 UTC 2026","0","webkit","accessibility/a11y.spec.ts","Тесты доступности - Axe Core @accessibility @P2","","","A11Y-AXE: Полный аудит с axe-core",""
"passed","Mon Feb 16 20:38:21 UTC 2026","Mon Feb 16 20:38:27 UTC 2026","6399","firefox","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-02: Основной заголовок отображается корректно",""
"passed","Mon Feb 16 20:38:05 UTC 2026","Mon Feb 16 20:38:10 UTC 2026","5367","firefox","functional/widget-generation.spec.ts","Функциональные тесты - Генерация виджета @functional @P0","","","FUNC-06: Проверка наличия кнопки копирования",""
"passed","Mon Feb 16 20:38:06 UTC 2026","Mon Feb 16 20:38:11 UTC 2026","4350","chromium","functional/widget-generation.spec.ts","Функциональные тесты - Генерация виджета @functional @P0","","","FUNC-05: Проверка работы выбора дизайна",""
"skipped","Mon Feb 16 20:37:59 UTC 2026","Mon Feb 16 20:37:59 UTC 2026","1","mobile-safari","functional/edge-cases.spec.ts","Edge Cases - Длина и формат данных @functional @P1","","","EDGE-04: Максимальная длина заголовка события (255 символов)",""
"passed","Mon Feb 16 20:37:36 UTC 2026","Mon Feb 16 20:37:41 UTC 2026","5359","mobile-chrome","functional/widget-designs.spec.ts","Widget Color Themes @functional @P1","","","Theme: green - Зеленая тема",""
"passed","Mon Feb 16 20:38:08 UTC 2026","Mon Feb 16 20:38:14 UTC 2026","5451","mobile-chrome","functional/widget-generation.spec.ts","Функциональные тесты - Генерация виджета @functional @P0","","","FUNC-06: Проверка наличия кнопки копирования",""
"skipped","Mon Feb 16 20:37:59 UTC 2026","Mon Feb 16 20:37:59 UTC 2026","5","mobile-safari","functional/edge-cases.spec.ts","Edge Cases - Даты и время @functional @P1","","","EDGE-03: Событие с датой окончания раньше даты начала",""
"passed","Mon Feb 16 20:39:35 UTC 2026","Mon Feb 16 20:39:41 UTC 2026","6206","mobile-safari","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-03: Планшет - корректное отображение",""
"passed","Mon Feb 16 20:38:08 UTC 2026","Mon Feb 16 20:38:13 UTC 2026","5002","mobile-chrome","functional/widget-generation.spec.ts","Функциональные тесты - Генерация виджета @functional @P0","","","FUNC-05: Проверка работы выбора дизайна",""
"passed","Mon Feb 16 20:38:10 UTC 2026","Mon Feb 16 20:38:18 UTC 2026","8281","webkit","functional/widget-designs.spec.ts","Widget Designs @functional @P0","","","Design: minimal - Минималистичный дизайн",""
"passed","Mon Feb 16 20:38:44 UTC 2026","Mon Feb 16 20:38:50 UTC 2026","5800","mobile-chrome","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-08: URL страницы корректный после загрузки",""
"passed","Mon Feb 16 20:38:56 UTC 2026","Mon Feb 16 20:39:02 UTC 2026","5581","chromium","visual/responsive.spec.ts","Визуальные тесты - Устройства @visual @P1","","","VIS-07: iPhone 12 - полная проверка",""
"skipped","Mon Feb 16 20:37:59 UTC 2026","Mon Feb 16 20:37:59 UTC 2026","0","mobile-safari","functional/edge-cases.spec.ts","Edge Cases - Сеть и синхронизация @functional @P1","","","EDGE-08: Медленная сеть - таймауты",""
"passed","Mon Feb 16 20:37:14 UTC 2026","Mon Feb 16 20:37:20 UTC 2026","5968","mobile-chrome","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-08: Страница может быть навигирована с клавиатуры",""
"passed","Mon Feb 16 20:40:03 UTC 2026","Mon Feb 16 20:40:10 UTC 2026","6910","webkit","visual/responsive.spec.ts","Визуальные тесты - Ресайз @visual @P2","","","VIS-10: Изменение размера окна не ломает верстку",""
"skipped","Mon Feb 16 20:37:24 UTC 2026","Mon Feb 16 20:37:24 UTC 2026","0","mobile-chrome","functional/edge-cases.spec.ts","Edge Cases - Граничные условия дат @functional @P2","","","EDGE-14: Событие на 29 февраля (високосный год)",""
"passed","Mon Feb 16 20:39:29 UTC 2026","Mon Feb 16 20:39:38 UTC 2026","9069","webkit","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-07: Ссылка на календарь мероприятий присутствует",""
"passed","Mon Feb 16 20:38:17 UTC 2026","Mon Feb 16 20:38:21 UTC 2026","3805","firefox","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-01: Страница загружается с HTTP статусом 200",""
"skipped","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:26 UTC 2026","1","chromium","functional/edge-cases.spec.ts","Edge Cases - Длина и формат данных @functional @P1","","","EDGE-06: Пустой заголовок события",""
"passed","Mon Feb 16 20:37:31 UTC 2026","Mon Feb 16 20:37:37 UTC 2026","5518","chromium","functional/widget-designs.spec.ts","Widget Designs @functional @P0","","","Design: minimal - Минималистичный дизайн",""
"skipped","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:26 UTC 2026","0","chromium","functional/edge-cases.spec.ts","Edge Cases - Сеть и синхронизация @functional @P1","","","EDGE-09: Удаление события во время синхронизации @video @critical",""
"passed","Mon Feb 16 20:38:22 UTC 2026","Mon Feb 16 20:38:27 UTC 2026","4881","chromium","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-02: Основной заголовок отображается корректно",""
"passed","Mon Feb 16 20:37:08 UTC 2026","Mon Feb 16 20:37:14 UTC 2026","5442","mobile-chrome","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-06: Кнопки имеют доступные имена",""
"skipped","Mon Feb 16 20:37:24 UTC 2026","Mon Feb 16 20:37:24 UTC 2026","0","mobile-chrome","functional/edge-cases.spec.ts","Edge Cases - Параллельные действия @functional @P2","","","EDGE-12: Двойной клик по событию",""
"passed","Mon Feb 16 20:38:10 UTC 2026","Mon Feb 16 20:38:19 UTC 2026","8620","webkit","functional/widget-designs.spec.ts","Widget Color Themes @functional @P1","","","Theme: blue - Синяя тема",""
"skipped","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:26 UTC 2026","0","chromium","functional/edge-cases.spec.ts","Edge Cases - Даты и время @functional @P1","","","EDGE-01: Создание события с пересекающимися датами",""
"passed","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:33 UTC 2026","6938","firefox","functional/widget-designs.spec.ts","Widget Designs @functional @P0","","","Design: minimal - Минималистичный дизайн",""
"passed","Mon Feb 16 20:39:00 UTC 2026","Mon Feb 16 20:39:07 UTC 2026","6708","chromium","visual/responsive.spec.ts","Визуальные тесты - Устройства @visual @P1","","","VIS-08: iPad Pro - проверка планшетного режима",""
"passed","Mon Feb 16 20:38:45 UTC 2026","Mon Feb 16 20:38:50 UTC 2026","5096","firefox","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-02: Мобильное устройство - все ключевые элементы видны",""
"skipped","Mon Feb 16 20:37:21 UTC 2026","Mon Feb 16 20:37:21 UTC 2026","0","firefox","functional/edge-cases.spec.ts","Edge Cases - Граничные условия дат @functional @P2","","","EDGE-14: Событие на 29 февраля (високосный год)",""
"passed","Mon Feb 16 20:39:55 UTC 2026","Mon Feb 16 20:40:05 UTC 2026","9295","mobile-safari","visual/responsive.spec.ts","Визуальные тесты - Ресайз @visual @P2","","","VIS-10: Изменение размера окна не ломает верстку",""
"passed","Mon Feb 16 20:37:06 UTC 2026","Mon Feb 16 20:37:11 UTC 2026","5039","chromium","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-04: Ссылки имеют различимый текст",""
"skipped","Mon Feb 16 20:38:00 UTC 2026","Mon Feb 16 20:38:00 UTC 2026","0","webkit","functional/edge-cases.spec.ts","Edge Cases - Параллельные действия @functional @P2","","","EDGE-12: Двойной клик по событию",""
"skipped","Mon Feb 16 20:38:00 UTC 2026","Mon Feb 16 20:38:00 UTC 2026","0","webkit","functional/edge-cases.spec.ts","Edge Cases - Длина и формат данных @functional @P1","","","EDGE-05: Заголовок со специальными символами",""
"passed","Mon Feb 16 20:38:44 UTC 2026","Mon Feb 16 20:38:50 UTC 2026","5604","firefox","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-01: Мобильное устройство - отсутствие горизонтального скролла",""
"passed","Mon Feb 16 20:38:20 UTC 2026","Mon Feb 16 20:38:27 UTC 2026","6289","mobile-safari","functional/widget-designs.spec.ts","Widget Sizes @functional @P1","","","Size: small - Маленький размер",""
"passed","Mon Feb 16 20:39:09 UTC 2026","Mon Feb 16 20:39:16 UTC 2026","7288","webkit","functional/widget-generation.spec.ts","Функциональные тесты - Копирование в буфер @functional @P0","","","FUNC-09: Альтернативный механизм копирования (execCommand)",""
"skipped","Mon Feb 16 20:37:59 UTC 2026","Mon Feb 16 20:37:59 UTC 2026","0","mobile-safari","functional/edge-cases.spec.ts","Edge Cases - Граничные условия дат @functional @P2","","","EDGE-14: Событие на 29 февраля (високосный год)",""
"passed","Mon Feb 16 20:38:29 UTC 2026","Mon Feb 16 20:38:36 UTC 2026","7807","chromium","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-05: Футер страницы отображается",""
"passed","Mon Feb 16 20:39:09 UTC 2026","Mon Feb 16 20:39:15 UTC 2026","6359","mobile-chrome","visual/responsive.spec.ts","Визуальные тесты - Устройства @visual @P1","","","VIS-09: Desktop Chrome - стандартное разрешение",""
"passed","Mon Feb 16 20:39:28 UTC 2026","Mon Feb 16 20:39:37 UTC 2026","8434","webkit","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-06: Страница не содержит критических ошибок в консоли",""
"skipped","Mon Feb 16 20:37:24 UTC 2026","Mon Feb 16 20:37:24 UTC 2026","1","mobile-chrome","accessibility/a11y.spec.ts","Тесты доступности - Axe Core @accessibility @P2","","","A11Y-AXE: Полный аудит с axe-core",""
"skipped","Mon Feb 16 20:38:00 UTC 2026","Mon Feb 16 20:38:00 UTC 2026","0","webkit","functional/edge-cases.spec.ts","Edge Cases - Сеть и синхронизация @functional @P1","","","EDGE-09: Удаление события во время синхронизации @video @critical",""
"skipped","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:26 UTC 2026","0","chromium","functional/edge-cases.spec.ts","Edge Cases - Параллельные действия @functional @P2","","","EDGE-12: Двойной клик по событию",""
"skipped","Mon Feb 16 20:37:24 UTC 2026","Mon Feb 16 20:37:24 UTC 2026","1","mobile-chrome","functional/edge-cases.spec.ts","Edge Cases - Длина и формат данных @functional @P1","","","EDGE-06: Пустой заголовок события",""
"skipped","Mon Feb 16 20:37:26 UTC 2026","Mon Feb 16 20:37:26 UTC 2026","1","chromium","functional/edge-cases.spec.ts","Edge Cases - Сеть и синхронизация @functional @P1","","","EDGE-08: Медленная сеть - таймауты",""
"passed","Mon Feb 16 20:38:41 UTC 2026","Mon Feb 16 20:38:49 UTC 2026","8057","mobile-chrome","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-07: Ссылка на календарь мероприятий присутствует",""
"passed","Mon Feb 16 20:37:33 UTC 2026","Mon Feb 16 20:37:39 UTC 2026","6193","firefox","functional/widget-designs.spec.ts","Widget Color Themes @functional @P1","","","Theme: green - Зеленая тема",""
"passed","Mon Feb 16 20:37:21 UTC 2026","Mon Feb 16 20:37:33 UTC 2026","12160","mobile-safari","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-01: Страница имеет атрибут lang",""
"passed","Mon Feb 16 20:37:59 UTC 2026","Mon Feb 16 20:38:07 UTC 2026","7607","mobile-safari","functional/widget-designs.spec.ts","Widget Designs @functional @P0","","","Design: modern - Современный дизайн",""
"passed","Mon Feb 16 20:36:52 UTC 2026","Mon Feb 16 20:36:58 UTC 2026","5832","firefox","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-01: Страница имеет атрибут lang",""
"passed","Mon Feb 16 20:39:33 UTC 2026","Mon Feb 16 20:39:40 UTC 2026","6330","mobile-safari","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-02: Мобильное устройство - все ключевые элементы видны",""
"passed","Mon Feb 16 20:37:48 UTC 2026","Mon Feb 16 20:37:55 UTC 2026","7059","webkit","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-08: Страница может быть навигирована с клавиатуры",""
"passed","Mon Feb 16 20:37:54 UTC 2026","Mon Feb 16 20:37:59 UTC 2026","5262","mobile-safari","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-09: Skip-link или навигационные landmarks",""
"passed","Mon Feb 16 20:37:03 UTC 2026","Mon Feb 16 20:37:08 UTC 2026","4970","mobile-chrome","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-03: Страница имеет основной заголовок h1",""
"passed","Mon Feb 16 20:37:27 UTC 2026","Mon Feb 16 20:37:34 UTC 2026","7403","firefox","functional/widget-designs.spec.ts","Widget Color Themes @functional @P1","","","Theme: blue - Синяя тема",""
"passed","Mon Feb 16 20:37:15 UTC 2026","Mon Feb 16 20:37:21 UTC 2026","5759","firefox","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-09: Skip-link или навигационные landmarks",""
"passed","Mon Feb 16 20:37:34 UTC 2026","Mon Feb 16 20:37:41 UTC 2026","7052","mobile-safari","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-04: Ссылки имеют различимый текст",""
"passed","Mon Feb 16 20:37:17 UTC 2026","Mon Feb 16 20:37:22 UTC 2026","4755","firefox","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-10: Фокус виден при табуляции",""
"passed","Mon Feb 16 20:38:34 UTC 2026","Mon Feb 16 20:38:40 UTC 2026","6441","firefox","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-06: Страница не содержит критических ошибок в консоли",""
"passed","Mon Feb 16 20:37:06 UTC 2026","Mon Feb 16 20:37:11 UTC 2026","5434","firefox","accessibility/a11y.spec.ts","Тесты доступности @accessibility @P2","","","A11Y-06: Кнопки имеют доступные имена",""
"passed","Mon Feb 16 20:38:20 UTC 2026","Mon Feb 16 20:38:24 UTC 2026","4216","chromium","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-01: Страница загружается с HTTP статусом 200",""
"skipped","Mon Feb 16 20:37:59 UTC 2026","Mon Feb 16 20:37:59 UTC 2026","1","mobile-safari","functional/edge-cases.spec.ts","Edge Cases - Сеть и синхронизация @functional @P1","","","EDGE-09: Удаление события во время синхронизации @video @critical",""
"passed","Mon Feb 16 20:38:10 UTC 2026","Mon Feb 16 20:38:17 UTC 2026","6929","firefox","functional/widget-generation.spec.ts","Функциональные тесты - Копирование в буфер @functional @P0","","","FUNC-08: Проверка возможности копирования через Clipboard API",""
"passed","Mon Feb 16 20:38:36 UTC 2026","Mon Feb 16 20:38:44 UTC 2026","7253","chromium","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-07: Ссылка на календарь мероприятий присутствует",""
"passed","Mon Feb 16 20:38:44 UTC 2026","Mon Feb 16 20:38:50 UTC 2026","5819","chromium","visual/responsive.spec.ts","Визуальные тесты - Адаптивность @visual @P1","","","VIS-01: Мобильное устройство - отсутствие горизонтального скролла",""
"skipped","Mon Feb 16 20:37:24 UTC 2026","Mon Feb 16 20:37:24 UTC 2026","0","mobile-chrome","functional/edge-cases.spec.ts","Edge Cases - Длина и формат данных @functional @P1","","","EDGE-05: Заголовок со специальными символами",""
"passed","Mon Feb 16 20:39:27 UTC 2026","Mon Feb 16 20:39:33 UTC 2026","6291","mobile-safari","smoke/basic-rendering.spec.ts","Smoke тесты - Базовое отображение @smoke @P0","","","SMOKE-08: URL страницы корректный после загрузки",""
"passed","Mon Feb 16 20:38:05 UTC 2026","Mon Feb 16 20:38:11 UTC 2026","6031","mobile-safari","functional/widget-designs.spec.ts","Widget Designs @functional @P0","","","Design: classic - Классический дизайн",""
"passed","Mon Feb 16 20:37:41 UTC 2026","Mon Feb 16 20:37:50 UTC 2026","8354","mobile-chrome","functional/widget-designs.spec.ts","Widget Sizes @functional @P1","","","Size: medium - Средний размер",""
"passed","Mon Feb 16 20:37:39 UTC 2026","Mon Feb 16 20:37:46 UTC 2026","6233","chromium","functional/widget-designs.spec.ts","Widget Color Themes @functional @P1","","","Theme: red - Красная тема",""
